customer_id,first_name,last_name,email,phone,birth_date,city,country,postal_code,segment,registration_date,last_login,is_verified,accepts_marketing
182,Mateo,Torres,mateo.torres182@email.com,+1 385-750-7102,2000-06-20,Tucumán,Perú,83217,Gold,2021-12-06,2022-09-27,true,0
183,Sofía,Rodríguez,sofía.rodríguez183@email.com,+1 302-723-1661,1961-05-27,Córdoba,Perú,53405,Platinum,2020-03-28,2023-03-15,false,0
184,Lucía,González,lucía.gonzález184@email.com,+1 916-794-8206,1983-04-22,Rosario,Uruguay,46906,Gold,2020-05-31,2024-08-27,true,1
185,Gabriel,Rodríguez,gabriel.rodríguez185@email.com,+1 695-917-5894,2001-04-22,Mendoza,Argentina,99739,Silver,2022-03-20,2025-09-07,false,1
186,Martín,Sánchez,martín.sánchez186@email.com,+1 485-523-6841,1972-09-05,Santa Fe,Argentina,91793,Bronze,2023-10-21,2024-07-30,true,0
187,Valentina,Torres,valentina.torres187@email.com,+1 473-911-8548,1961-12-21,Mendoza,Uruguay,94269,Bronze,2023-05-01,2023-09-07,true,1
188,María,García,maría.garcía188@email.com,+1 329-954-3824,2000-03-01,Neuquén,Argentina,60096,Silver,2021-08-15,2024-01-13,true,0
189,Pedro,López,pedro.lópez189@email.com,+1 570-251-3644,1992-09-25,Santa Fe,Uruguay,44945,Gold,2024-03-04,2024-11-08,true,0
190,Juan,Fernández,juan.fernández190@email.com,+1 215-921-1845,1994-10-09,Neuquén,Argentina,52675,Silver,2023-11-18,2024-01-23,true,0
191,Ana,Torres,ana.torres191@email.com,+1 305-261-1497,1983-12-24,Tucumán,Argentina,50164,Platinum,2020-09-14,2025-06-22,true,1
192,María,Fernández,maría.fernández192@email.com,+1 290-288-4024,2004-05-27,Rosario,Chile,91304,Silver,2023-11-10,2025-09-14,true,0
193,Lucas,Rodríguez,lucas.rodríguez193@email.com,+1 739-379-1646,1972-02-18,Córdoba,Argentina,66521,Platinum,2024-05-02,2024-09-23,true,0
194,Lucía,Rodríguez,lucía.rodríguez194@email.com,+1 934-679-3811,1967-08-11,Santa Fe,Uruguay,89644,Bronze,2024-04-05,2024-10-14,true,1
195,Camila,Martínez,camila.martínez195@email.com,+1 833-197-4293,1965-02-11,Rosario,Chile,69825,Bronze,2024-04-23,2024-08-11,false,1
196,Laura,Pérez,laura.pérez196@email.com,+1 572-986-4335,2003-08-04,Salta,México,38191,Silver,2022-07-16,2022-12-01,true,0
197,Gabriel,Pérez,gabriel.pérez197@email.com,+1 710-869-5827,1992-03-12,Salta,Argentina,88760,Platinum,2023-10-06,2025-08-11,true,0
198,Mateo,López,mateo.lópez198@email.com,+1 773-446-1981,1964-06-03,Rosario,Argentina,52676,Platinum,2020-07-15,2025-12-05,false,1
199,Ana,López,ana.lópez199@email.com,+1 220-484-8794,1974-08-03,Mendoza,Argentina,10306,Bronze,2022-03-31,2023-04-11,true,1
200,Gabriel,Ramírez,gabriel.ramírez200@email.com,+1 625-467-1931,2003-08-28,Mar del Plata,Colombia,60869,Gold,2020-01-31,2024-09-04,false,1
201,Ana,Pérez,ana.pérez201@email.com,+1 606-679-6889,2004-07-19,Rosario,Argentina,56630,Gold,2020-03-19,2023-08-16,true,1
202,Lucía,García,lucía.garcía202@email.com,+1 711-998-8873,2004-11-11,Mar del Plata,México,25907,Platinum,2020-04-09,2021-02-23,true,0
203,María,Ramírez,maría.ramírez203@email.com,+1 281-344-5416,1966-12-09,Salta,Colombia,18730,Silver,2020-07-18,2024-04-23,true,1
204,Valentina,Torres,valentina.torres204@email.com,+1 975-294-2562,1995-09-22,Neuquén,Argentina,40344,Platinum,2020-11-27,2025-04-21,true,0
205,Gabriel,Torres,gabriel.torres205@email.com,+1 422-464-7713,2002-03-08,La Plata,Uruguay,15672,Silver,2020-07-10,2025-02-04,false,0
206,Valentina,Fernández,valentina.fernández206@email.com,+1 811-211-3520,1968-02-17,Santa Fe,Colombia,47411,Silver,2024-02-22,2024-11-04,true,0
207,Diego,González,diego.gonzález207@email.com,+1 891-149-6374,2005-05-01,Tucumán,Uruguay,84253,Bronze,2022-09-19,2025-07-26,true,1
208,Mateo,Rodríguez,mateo.rodríguez208@email.com,+1 626-194-5398,1980-08-27,Salta,Perú,40502,Gold,2020-01-29,2024-01-15,true,1
209,Valentina,Pérez,valentina.pérez209@email.com,+1 924-973-5935,1961-10-30,Rosario,Chile,11431,Bronze,2020-11-18,2024-04-09,false,0
210,Gabriel,González,gabriel.gonzález210@email.com,+1 255-254-2863,2000-03-08,Salta,Argentina,69593,Gold,2020-05-10,2021-01-08,true,0
211,Gabriel,García,gabriel.garcía211@email.com,+1 835-767-4897,1967-03-07,Buenos Aires,Perú,72718,Platinum,2023-11-28,2025-05-08,true,0
212,Gabriel,Ramírez,gabriel.ramírez212@email.com,+1 241-973-1692,1987-03-01,Rosario,México,98933,Silver,2024-04-05,2025-03-15,true,0
213,Mateo,Martínez,mateo.martínez213@email.com,+1 986-740-7164,1993-12-19,Buenos Aires,Argentina,85681,Bronze,2020-08-07,2024-01-20,true,0
214,Pedro,Martínez,pedro.martínez214@email.com,+1 674-789-7786,2003-08-13,Rosario,Colombia,14976,Bronze,2020-08-03,2025-07-18,false,0
215,Gabriel,Martínez,gabriel.martínez215@email.com,+1 656-393-5829,1961-07-08,Mendoza,México,40155,Gold,2021-03-20,2021-08-13,true,0
216,Sofía,García,sofía.garcía216@email.com,+1 575-391-8818,1972-05-21,Neuquén,Perú,86699,Platinum,2022-07-16,2023-01-08,false,1
217,Laura,Ramírez,laura.ramírez217@email.com,+1 260-113-5965,1995-07-05,Salta,Argentina,93755,Bronze,2021-11-22,2023-09-15,true,1
218,Camila,Martínez,camila.martínez218@email.com,+1 701-773-2004,2004-02-17,Neuquén,Argentina,29988,Bronze,2021-06-03,2021-10-20,false,1
219,Ana,Ramírez,ana.ramírez219@email.com,+1 445-482-1336,1963-09-17,Mar del Plata,Argentina,32223,Gold,2021-09-20,2023-11-21,true,0
220,Sofía,Sánchez,sofía.sánchez220@email.com,+1 516-864-6082,1988-04-28,Santa Fe,Perú,18226,Silver,2023-02-20,2024-08-24,true,0
221,Martín,López,martín.lópez221@email.com,+1 614-309-4994,1998-02-23,Neuquén,Chile,60192,Gold,2020-12-16,2025-02-09,false,0
222,Pedro,Pérez,pedro.pérez222@email.com,+1 561-952-3698,1975-03-13,Buenos Aires,Perú,76864,Gold,2023-07-08,2025-09-10,false,1
223,María,Rodríguez,maría.rodríguez223@email.com,+1 665-181-9614,2000-02-25,Rosario,Uruguay,88686,Bronze,2022-05-25,2023-09-24,true,1
224,Pedro,Fernández,pedro.fernández224@email.com,+1 267-325-3320,1991-06-23,Neuquén,Uruguay,90628,Platinum,2023-05-11,2023-06-30,true,1
225,Lucas,López,lucas.lópez225@email.com,+1 788-606-8579,1970-11-27,Córdoba,Perú,26830,Bronze,2022-07-20,2023-06-09,false,0
226,Lucía,López,lucía.lópez226@email.com,+1 937-427-5252,1991-06-26,Mar del Plata,Argentina,66371,Platinum,2022-05-29,2024-05-27,false,1
227,Juan,Pérez,juan.pérez227@email.com,+1 776-660-3753,1997-06-29,Tucumán,Argentina,95655,Gold,2022-10-27,2025-11-11,true,1
228,Laura,Ramírez,laura.ramírez228@email.com,+1 577-958-3506,1992-01-16,Tucumán,Perú,14546,Platinum,2023-12-19,2024-02-15,true,1
229,Juan,López,juan.lópez229@email.com,+1 752-298-6108,2005-11-23,La Plata,Argentina,73851,Silver,2020-05-03,2022-11-29,false,1
230,Gabriel,González,gabriel.gonzález230@email.com,+1 657-196-5548,1965-04-29,Mar del Plata,México,56408,Gold,2023-03-03,2025-06-29,true,0
231,Pedro,López,pedro.lópez231@email.com,+1 861-332-2368,1967-08-09,Santa Fe,Argentina,19201,Silver,2020-07-29,2023-03-04,true,0
232,Diego,Rodríguez,diego.rodríguez232@email.com,+1 884-253-1512,1983-06-06,Córdoba,Argentina,43980,Silver,2020-02-16,2022-01-18,true,0
233,Mateo,Fernández,mateo.fernández233@email.com,+1 721-563-4104,1992-02-18,Buenos Aires,Perú,81400,Bronze,2023-10-12,2023-10-26,true,1
234,Lucas,González,lucas.gonzález234@email.com,+1 627-698-7275,1971-03-25,Tucumán,Argentina,20078,Platinum,2020-04-24,2023-08-17,true,0
235,Pedro,Martínez,pedro.martínez235@email.com,+1 208-411-3753,1966-12-03,Santa Fe,México,97711,Bronze,2021-11-30,2025-08-01,true,0
236,Carlos,Pérez,carlos.pérez236@email.com,+1 656-717-8582,2000-01-19,Santa Fe,Argentina,36543,Gold,2024-05-08,2025-04-15,false,1
237,Laura,López,laura.lópez237@email.com,+1 863-275-9021,1980-07-12,Rosario,Argentina,10678,Platinum,2023-02-20,2025-06-24,true,1
238,Martín,Fernández,martín.fernández238@email.com,+1 896-384-8327,1977-07-07,Tucumán,Uruguay,60485,Gold,2021-10-30,2023-06-20,true,1
239,Valentina,González,valentina.gonzález239@email.com,+1 266-576-1333,2000-07-23,Salta,Colombia,51732,Silver,2020-06-22,2025-05-18,false,0
240,Lucía,Martínez,lucía.martínez240@email.com,+1 435-244-4557,1988-07-07,Rosario,Argentina,75213,Platinum,2022-12-22,2024-01-02,false,1
241,Diego,Ramírez,diego.ramírez241@email.com,+1 651-803-4949,1979-04-04,Córdoba,Perú,41667,Platinum,2021-04-15,2023-02-09,true,1
242,Camila,González,camila.gonzález242@email.com,+1 247-324-4168,1984-10-02,La Plata,Argentina,28679,Silver,2023-05-21,2025-10-17,true,1
243,Lucía,Pérez,lucía.pérez243@email.com,+1 254-644-6581,1973-10-08,Rosario,Argentina,24144,Bronze,2022-09-20,2025-10-17,false,1
244,Martín,Pérez,martín.pérez244@email.com,+1 913-997-9207,1983-04-01,Córdoba,Argentina,65892,Bronze,2022-08-11,2022-09-25,false,1
245,Carlos,Ramírez,carlos.ramírez245@email.com,+1 499-396-5570,2004-01-17,Neuquén,Argentina,18303,Platinum,2021-04-23,2023-12-19,false,1
246,María,Fernández,maría.fernández246@email.com,+1 392-312-2749,2002-12-18,Tucumán,Uruguay,27505,Platinum,2020-03-20,2020-09-29,true,1
247,Carlos,Pérez,carlos.pérez247@email.com,+1 752-442-2061,1964-10-27,Mendoza,México,14670,Bronze,2024-04-24,2025-11-22,true,1
248,Ana,García,ana.garcía248@email.com,+1 346-810-3274,1970-04-20,La Plata,Colombia,49885,Gold,2021-03-13,2025-04-26,false,0
249,María,Pérez,maría.pérez249@email.com,+1 332-397-4980,1960-11-26,Santa Fe,México,23214,Bronze,2024-02-18,2024-10-24,false,1
250,Martín,Pérez,martín.pérez250@email.com,+1 786-488-6187,1978-01-12,Córdoba,Argentina,69286,Platinum,2021-09-15,2022-10-15,false,0
251,Martín,Rodríguez,martín.rodríguez251@email.com,+1 573-630-1239,1965-01-31,Salta,México,96805,Bronze,2021-06-04,2025-09-19,true,0
252,Ana,González,ana.gonzález252@email.com,+1 263-115-8460,1994-08-17,Santa Fe,México,11477,Bronze,2023-06-12,2024-06-26,true,1
253,Ana,Sánchez,ana.sánchez253@email.com,+1 826-964-8501,1973-01-04,Rosario,Argentina,88474,Bronze,2021-04-01,2022-12-22,true,0
254,Camila,Sánchez,camila.sánchez254@email.com,+1 883-875-8419,1980-04-01,Neuquén,Chile,26481,Gold,2023-05-03,2025-04-27,false,1
255,Valentina,Ramírez,valentina.ramírez255@email.com,+1 809-892-3889,1997-10-22,Córdoba,México,24775,Gold,2021-11-22,2023-02-07,true,1
256,Camila,Torres,camila.torres256@email.com,+1 818-229-5166,2003-11-07,Córdoba,Argentina,98791,Bronze,2021-05-13,2025-02-11,true,1
257,Juan,López,juan.lópez257@email.com,+1 681-827-4022,1966-05-10,Neuquén,Perú,25444,Gold,2022-11-22,2024-06-01,true,1
258,Diego,Fernández,diego.fernández258@email.com,+1 721-660-3025,1960-02-12,Buenos Aires,Perú,90159,Gold,2020-09-14,2022-09-05,true,0
259,Sofía,Rodríguez,sofía.rodríguez259@email.com,+1 671-103-9249,1990-09-24,La Plata,Argentina,87304,Gold,2021-01-28,2023-05-15,true,1
260,Laura,Rodríguez,laura.rodríguez260@email.com,+1 647-873-7722,2003-04-02,Tucumán,Chile,15464,Gold,2020-07-30,2021-11-17,true,1
261,Lucas,López,lucas.lópez261@email.com,+1 729-740-6239,1994-05-26,Salta,Perú,51685,Platinum,2023-06-05,2025-04-18,false,0
262,Pedro,Sánchez,pedro.sánchez262@email.com,+1 454-232-6797,1969-02-18,Mendoza,Argentina,48745,Gold,2022-10-24,2023-03-24,true,1
263,Mateo,López,mateo.lópez263@email.com,+1 270-586-2750,1960-12-20,Salta,Argentina,29214,Gold,2022-07-16,2024-01-06,true,1
264,Mateo,Martínez,mateo.martínez264@email.com,+1 408-485-5540,1992-03-04,Salta,Chile,96708,Bronze,2022-12-31,2024-11-26,true,1
265,Valentina,Pérez,valentina.pérez265@email.com,+1 445-797-5174,2001-07-13,Córdoba,Chile,19515,Platinum,2023-01-19,2023-07-15,true,1
266,Pedro,Torres,pedro.torres266@email.com,+1 806-934-6767,1988-08-28,La Plata,México,80709,Gold,2020-05-22,2022-06-12,true,0
267,Laura,López,laura.lópez267@email.com,+1 856-339-8612,1980-04-23,Santa Fe,Perú,53094,Silver,2021-07-23,2023-04-21,false,1
268,Diego,Pérez,diego.pérez268@email.com,+1 535-240-2174,1981-02-28,La Plata,Chile,96957,Bronze,2020-03-10,2020-06-21,true,0
269,Pedro,Rodríguez,pedro.rodríguez269@email.com,+1 589-777-3460,1997-06-08,La Plata,Chile,47923,Gold,2023-04-11,2024-10-02,true,1
270,Mateo,Sánchez,mateo.sánchez270@email.com,+1 848-341-5475,1961-10-21,Santa Fe,Argentina,42502,Platinum,2024-03-03,2024-05-06,true,0
271,Lucía,Rodríguez,lucía.rodríguez271@email.com,+1 712-217-9227,1979-07-06,Mendoza,Uruguay,46375,Platinum,2022-04-29,2022-09-07,false,1
272,Camila,Fernández,camila.fernández272@email.com,+1 791-983-5209,1962-06-29,Mendoza,Argentina,84875,Bronze,2020-10-28,2022-10-05,false,0
273,Valentina,Rodríguez,valentina.rodríguez273@email.com,+1 243-777-3001,1971-05-01,Santa Fe,Colombia,46606,Bronze,2021-08-23,2025-10-19,true,1
274,Diego,Pérez,diego.pérez274@email.com,+1 440-943-6157,1984-01-31,Salta,Chile,95529,Gold,2021-08-02,2021-11-03,false,1
275,Ana,Sánchez,ana.sánchez275@email.com,+1 216-105-4897,1977-11-21,Buenos Aires,Argentina,99504,Silver,2022-12-03,2025-05-19,false,0
276,Gabriel,Pérez,gabriel.pérez276@email.com,+1 939-885-3029,1964-03-07,Buenos Aires,Perú,90447,Silver,2022-04-12,2024-07-06,true,1
277,María,Martínez,maría.martínez277@email.com,+1 679-385-7619,1992-08-06,Mendoza,Colombia,93380,Silver,2024-04-22,2024-08-29,true,0
278,María,Pérez,maría.pérez278@email.com,+1 999-151-2779,1994-02-02,Buenos Aires,Uruguay,17547,Bronze,2020-02-07,2023-12-26,true,0
279,Valentina,Rodríguez,valentina.rodríguez279@email.com,+1 950-126-3239,2000-09-29,Rosario,Colombia,12761,Bronze,2020-06-14,2024-02-18,false,0
280,María,Rodríguez,maría.rodríguez280@email.com,+1 541-463-7573,1992-03-27,Rosario,México,10262,Silver,2021-12-11,2025-05-20,false,1
281,Laura,Sánchez,laura.sánchez281@email.com,+1 232-146-5941,1996-03-01,Buenos Aires,Chile,31340,Gold,2022-03-24,2024-07-26,true,0
282,Carlos,González,carlos.gonzález282@email.com,+1 930-837-1610,2002-02-21,Mar del Plata,Argentina,65814,Silver,2020-11-11,2023-09-15,true,1
283,Mateo,Rodríguez,mateo.rodríguez283@email.com,+1 816-455-2789,1995-06-03,Rosario,Argentina,78484,Bronze,2024-02-12,2024-11-18,false,0
284,Laura,Rodríguez,laura.rodríguez284@email.com,+1 888-598-8951,2003-04-07,Santa Fe,Uruguay,90322,Platinum,2020-06-23,2022-07-08,true,0
285,María,Sánchez,maría.sánchez285@email.com,+1 267-185-8520,1998-06-23,Córdoba,Perú,21769,Platinum,2021-12-27,2022-04-21,true,0
286,Ana,Martínez,ana.martínez286@email.com,+1 714-810-6592,1973-11-08,Salta,Perú,28979,Silver,2023-08-14,2024-03-21,true,0
287,Ana,Rodríguez,ana.rodríguez287@email.com,+1 971-356-2625,1964-01-11,Córdoba,Perú,44857,Gold,2023-09-24,2023-11-25,true,1
288,Camila,Torres,camila.torres288@email.com,+1 456-497-3258,1963-10-04,Mar del Plata,Perú,51713,Platinum,2021-06-01,2022-10-04,true,1
289,Valentina,Fernández,valentina.fernández289@email.com,+1 308-277-5931,1968-11-04,Rosario,Argentina,89200,Bronze,2020-05-25,2021-07-26,false,0
290,Ana,Ramírez,ana.ramírez290@email.com,+1 662-303-3748,1982-08-06,Córdoba,Uruguay,45307,Platinum,2023-09-10,2025-05-30,true,0
291,Ana,Fernández,ana.fernández291@email.com,+1 420-721-6283,1968-08-26,Buenos Aires,Argentina,43759,Gold,2020-03-05,2023-05-01,false,0
292,Gabriel,Ramírez,gabriel.ramírez292@email.com,+1 219-798-1018,1992-09-25,Tucumán,México,49484,Bronze,2021-11-29,2022-02-14,true,1
293,Pedro,Sánchez,pedro.sánchez293@email.com,+1 794-379-8971,1972-03-11,Rosario,Uruguay,57232,Platinum,2020-08-18,2021-04-24,false,0
294,Valentina,García,valentina.garcía294@email.com,+1 801-437-5843,2005-08-11,Rosario,Uruguay,91070,Silver,2020-03-22,2021-07-27,false,1
295,Lucas,Martínez,lucas.martínez295@email.com,+1 523-417-8866,1992-02-04,Buenos Aires,Colombia,69954,Platinum,2021-07-22,2021-08-06,true,0
296,Martín,Ramírez,martín.ramírez296@email.com,+1 733-824-5004,1966-09-06,Neuquén,Argentina,59812,Platinum,2023-06-22,2025-01-07,true,1
297,Martín,Ramírez,martín.ramírez297@email.com,+1 219-359-3911,1997-07-31,Mendoza,Argentina,17499,Gold,2023-08-31,2025-04-15,true,0
298,Gabriel,Martínez,gabriel.martínez298@email.com,+1 416-388-6404,1964-10-11,Neuquén,México,23668,Gold,2020-03-28,2025-04-16,false,0
299,Carlos,Fernández,carlos.fernández299@email.com,+1 699-488-4302,2003-03-22,Tucumán,Chile,70624,Bronze,2022-11-27,2025-04-27,true,1
300,Pedro,Pérez,pedro.pérez300@email.com,+1 979-943-2888,1981-05-19,Mendoza,Argentina,26966,Silver,2022-05-13,2022-06-30,true,1
301,Pedro,Sánchez,pedro.sánchez301@email.com,+1 255-785-3860,1962-02-26,Santa Fe,Argentina,80319,Bronze,2024-05-11,2024-11-28,true,0
302,Diego,Torres,diego.torres302@email.com,+1 306-496-1093,1969-12-28,Mendoza,Uruguay,21506,Platinum,2023-09-26,2024-01-08,true,1
303,Camila,Martínez,camila.martínez303@email.com,+1 595-759-3651,2002-06-03,Córdoba,Colombia,11640,Platinum,2020-03-04,2021-07-30,false,1
304,Ana,López,ana.lópez304@email.com,+1 454-901-6958,1962-02-15,Neuquén,Chile,75435,Silver,2021-05-21,2024-08-13,true,1
305,Gabriel,López,gabriel.lópez305@email.com,+1 590-998-1764,1967-07-07,Mar del Plata,Argentina,37334,Silver,2023-08-18,2024-08-25,true,0
306,Camila,González,camila.gonzález306@email.com,+1 601-269-8739,1996-10-23,La Plata,Argentina,53388,Gold,2020-08-28,2023-07-14,false,0
307,Lucas,Pérez,lucas.pérez307@email.com,+1 258-692-7342,1991-03-24,Neuquén,México,91472,Silver,2022-12-04,2023-04-20,false,1
308,María,Pérez,maría.pérez308@email.com,+1 220-668-6163,1965-09-26,Mar del Plata,Perú,11372,Gold,2020-02-06,2022-07-14,true,0
309,Martín,Rodríguez,martín.rodríguez309@email.com,+1 397-994-5850,2001-07-12,Neuquén,Argentina,49327,Bronze,2020-01-07,2021-05-15,true,0
310,Diego,González,diego.gonzález310@email.com,+1 463-740-4314,1967-02-11,Neuquén,Chile,22857,Gold,2023-09-07,2024-07-22,true,0
311,Valentina,Martínez,valentina.martínez311@email.com,+1 379-487-3280,1965-10-15,Córdoba,Chile,33013,Gold,2020-04-10,2020-10-17,false,0
312,Sofía,González,sofía.gonzález312@email.com,+1 370-368-1084,2002-03-01,Mar del Plata,Argentina,67392,Platinum,2022-12-04,2025-09-19,false,1
313,Laura,Sánchez,laura.sánchez313@email.com,+1 360-215-9101,1968-03-12,Rosario,Argentina,65236,Platinum,2023-06-21,2023-10-29,true,0
314,María,Fernández,maría.fernández314@email.com,+1 548-831-5952,1983-11-27,Rosario,Uruguay,58446,Platinum,2023-07-28,2025-12-05,true,1
315,María,Pérez,maría.pérez315@email.com,+1 627-512-4913,1981-10-19,Buenos Aires,Perú,56062,Gold,2020-09-29,2021-11-17,true,1
316,Diego,Sánchez,diego.sánchez316@email.com,+1 441-364-6440,1998-08-23,Santa Fe,Argentina,47902,Gold,2020-06-15,2020-08-14,true,1
317,Juan,Ramírez,juan.ramírez317@email.com,+1 559-235-8466,2000-05-29,Neuquén,México,96530,Platinum,2023-06-16,2023-10-01,false,0
318,Carlos,Martínez,carlos.martínez318@email.com,+1 764-994-4765,1996-07-05,Mar del Plata,Argentina,84686,Silver,2023-07-28,2024-02-21,true,0
319,Sofía,Pérez,sofía.pérez319@email.com,+1 576-451-3728,1980-09-21,Santa Fe,Perú,86412,Bronze,2024-02-23,2025-08-15,true,0
320,Camila,Martínez,camila.martínez320@email.com,+1 867-240-5201,1965-02-26,Tucumán,México,45338,Platinum,2021-11-13,2022-05-08,false,0
321,Valentina,Ramírez,valentina.ramírez321@email.com,+1 731-175-7926,1999-06-09,La Plata,Argentina,37192,Gold,2020-06-13,2022-07-04,true,0
322,Lucía,Martínez,lucía.martínez322@email.com,+1 797-284-4687,1962-10-13,Tucumán,Perú,31818,Gold,2020-02-11,2024-05-05,false,0
323,Gabriel,Rodríguez,gabriel.rodríguez323@email.com,+1 829-647-5328,1974-10-02,Neuquén,México,70934,Platinum,2021-06-23,2024-04-27,true,0
324,Martín,Torres,martín.torres324@email.com,+1 929-181-1294,1986-05-01,Neuquén,Chile,24515,Silver,2021-11-07,2022-08-02,false,1
325,Lucía,Fernández,lucía.fernández325@email.com,+1 641-578-9623,1974-10-19,Buenos Aires,Chile,73679,Bronze,2023-04-26,2023-09-19,false,1
326,Camila,Fernández,camila.fernández326@email.com,+1 749-171-8243,1976-05-08,Córdoba,México,91021,Platinum,2020-09-10,2024-11-25,false,1
327,Gabriel,García,gabriel.garcía327@email.com,+1 992-182-4872,1979-08-24,Neuquén,Argentina,99743,Platinum,2021-01-08,2024-05-14,false,1
328,Camila,González,camila.gonzález328@email.com,+1 200-950-1902,1984-05-14,Salta,México,44994,Platinum,2021-10-19,2025-12-12,true,0
329,Ana,Martínez,ana.martínez329@email.com,+1 405-701-5638,1993-06-14,Rosario,Chile,25603,Bronze,2023-06-25,2024-06-20,false,1
330,Laura,López,laura.lópez330@email.com,+1 618-853-2776,1983-10-09,Córdoba,Perú,64923,Silver,2022-03-29,2025-12-02,true,0
331,Laura,Sánchez,laura.sánchez331@email.com,+1 934-687-8290,1969-05-15,Mendoza,Argentina,72864,Gold,2020-07-15,2022-02-02,true,1
332,Pedro,López,pedro.lópez332@email.com,+1 830-190-2925,1988-03-07,Tucumán,Argentina,59591,Bronze,2022-05-06,2024-04-18,true,0
333,Lucas,García,lucas.garcía333@email.com,+1 506-839-8680,1972-08-09,Rosario,Perú,68262,Bronze,2021-02-09,2023-09-05,false,0
334,Diego,Ramírez,diego.ramírez334@email.com,+1 924-290-6649,1961-05-14,Rosario,Argentina,82818,Platinum,2020-10-23,2023-12-28,true,0
